id,path,source_folder,text_len_chars,text_len_tokens,npy_path,embedding_dim,embedding_dtype
6551f5b876cde5c095f61588_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61588_20220511.json,TL_서울_구조_small,379,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61588_20220511.npy,768,float32
6551f5b876cde5c095f61589_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61589_20220511.json,TL_서울_구조_small,362,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61589_20220511.npy,768,float32
6551f5b876cde5c095f6158a_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6158a_20220511.json,TL_서울_구조_small,440,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6158a_20220511.npy,768,float32
6551f5b876cde5c095f6158c_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6158c_20220511.json,TL_서울_구조_small,762,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6158c_20220511.npy,768,float32
6551f5b876cde5c095f6158d_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6158d_20220511.json,TL_서울_구조_small,290,114,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6158d_20220511.npy,768,float32
6551f5b876cde5c095f6158e_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6158e_20220511.json,TL_서울_구조_small,761,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6158e_20220511.npy,768,float32
6551f5b876cde5c095f61590_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61590_20220511.json,TL_서울_구조_small,546,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61590_20220511.npy,768,float32
6551f5b876cde5c095f61592_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61592_20220511.json,TL_서울_구조_small,389,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61592_20220511.npy,768,float32
6551f5b876cde5c095f61593_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61593_20220511.json,TL_서울_구조_small,272,109,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61593_20220511.npy,768,float32
6551f5b876cde5c095f61594_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61594_20220511.json,TL_서울_구조_small,693,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61594_20220511.npy,768,float32
6551f5b876cde5c095f61597_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61597_20220511.json,TL_서울_구조_small,450,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61597_20220511.npy,768,float32
6551f5b876cde5c095f61598_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61598_20220511.json,TL_서울_구조_small,281,109,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61598_20220511.npy,768,float32
6551f5b876cde5c095f61599_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f61599_20220511.json,TL_서울_구조_small,562,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f61599_20220511.npy,768,float32
6551f5b876cde5c095f6159a_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6159a_20220511.json,TL_서울_구조_small,385,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6159a_20220511.npy,768,float32
6551f5b876cde5c095f6159b_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6159b_20220511.json,TL_서울_구조_small,260,100,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6159b_20220511.npy,768,float32
6551f5b876cde5c095f6159c_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f6159c_20220511.json,TL_서울_구조_small,558,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f6159c_20220511.npy,768,float32
6551f5b876cde5c095f615a3_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615a3_20220511.json,TL_서울_구조_small,380,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615a3_20220511.npy,768,float32
6551f5b876cde5c095f615a4_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615a4_20220511.json,TL_서울_구조_small,435,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615a4_20220511.npy,768,float32
6551f5b876cde5c095f615ab_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615ab_20220511.json,TL_서울_구조_small,307,122,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615ab_20220511.npy,768,float32
6551f5b876cde5c095f615ac_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615ac_20220511.json,TL_서울_구조_small,493,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615ac_20220511.npy,768,float32
6551f5b876cde5c095f615ad_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615ad_20220511.json,TL_서울_구조_small,321,115,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615ad_20220511.npy,768,float32
6551f5b876cde5c095f615b0_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615b0_20220511.json,TL_서울_구조_small,477,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615b0_20220511.npy,768,float32
6551f5b876cde5c095f615b2_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615b2_20220511.json,TL_서울_구조_small,472,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615b2_20220511.npy,768,float32
6551f5b876cde5c095f615b5_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615b5_20220511.json,TL_서울_구조_small,733,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615b5_20220511.npy,768,float32
6551f5b876cde5c095f615b7_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615b7_20220511.json,TL_서울_구조_small,330,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615b7_20220511.npy,768,float32
6551f5b876cde5c095f615b8_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615b8_20220511.json,TL_서울_구조_small,406,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615b8_20220511.npy,768,float32
6551f5b876cde5c095f615b9_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615b9_20220511.json,TL_서울_구조_small,483,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615b9_20220511.npy,768,float32
6551f5b876cde5c095f615bb_20220511.json,/content/drive/MyDrive/TL_서울_구조_small/6551f5b876cde5c095f615bb_20220511.json,TL_서울_구조_small,1078,128,/content/output/smalldata/TL_서울_구조_small/6551f5b876cde5c095f615bb_20220511.npy,768,float32
