id,path,source_folder,text_len_chars,text_len_tokens,npy_path,embedding_dim,embedding_dtype
651e498789e4964417c980ca_20220107.json,/content/drive/MyDrive/TL_서울_구급_small/651e498789e4964417c980ca_20220107.json,TL_서울_구급_small,384,128,/content/output/smalldata/TL_서울_구급_small/651e498789e4964417c980ca_20220107.npy,768,float32
651e4baacf5885969118c2ca_20220504.json,/content/drive/MyDrive/TL_서울_구급_small/651e4baacf5885969118c2ca_20220504.json,TL_서울_구급_small,265,107,/content/output/smalldata/TL_서울_구급_small/651e4baacf5885969118c2ca_20220504.npy,768,float32
651e4baacf5885969118c3ca_20220504.json,/content/drive/MyDrive/TL_서울_구급_small/651e4baacf5885969118c3ca_20220504.json,TL_서울_구급_small,247,97,/content/output/smalldata/TL_서울_구급_small/651e4baacf5885969118c3ca_20220504.npy,768,float32
651e4baacf5885969118c4ca_20220504.json,/content/drive/MyDrive/TL_서울_구급_small/651e4baacf5885969118c4ca_20220504.json,TL_서울_구급_small,665,128,/content/output/smalldata/TL_서울_구급_small/651e4baacf5885969118c4ca_20220504.npy,768,float32
651e4be244870884abc474ca_20220506.json,/content/drive/MyDrive/TL_서울_구급_small/651e4be244870884abc474ca_20220506.json,TL_서울_구급_small,272,106,/content/output/smalldata/TL_서울_구급_small/651e4be244870884abc474ca_20220506.npy,768,float32
651e4be244870884abc475ca_20220506.json,/content/drive/MyDrive/TL_서울_구급_small/651e4be244870884abc475ca_20220506.json,TL_서울_구급_small,223,83,/content/output/smalldata/TL_서울_구급_small/651e4be244870884abc475ca_20220506.npy,768,float32
651e4be244870884abc476ca_20220506.json,/content/drive/MyDrive/TL_서울_구급_small/651e4be244870884abc476ca_20220506.json,TL_서울_구급_small,192,75,/content/output/smalldata/TL_서울_구급_small/651e4be244870884abc476ca_20220506.npy,768,float32
651e4be244870884abc477ca_20220506.json,/content/drive/MyDrive/TL_서울_구급_small/651e4be244870884abc477ca_20220506.json,TL_서울_구급_small,533,128,/content/output/smalldata/TL_서울_구급_small/651e4be244870884abc477ca_20220506.npy,768,float32
651e4be244870884abc478ca_20220506.json,/content/drive/MyDrive/TL_서울_구급_small/651e4be244870884abc478ca_20220506.json,TL_서울_구급_small,377,128,/content/output/smalldata/TL_서울_구급_small/651e4be244870884abc478ca_20220506.npy,768,float32
651e508f2acb389901367caa_20221005.json,/content/drive/MyDrive/TL_서울_구급_small/651e508f2acb389901367caa_20221005.json,TL_서울_구급_small,252,102,/content/output/smalldata/TL_서울_구급_small/651e508f2acb389901367caa_20221005.npy,768,float32
651e508f2acb389901367cac_20221005.json,/content/drive/MyDrive/TL_서울_구급_small/651e508f2acb389901367cac_20221005.json,TL_서울_구급_small,484,128,/content/output/smalldata/TL_서울_구급_small/651e508f2acb389901367cac_20221005.npy,768,float32
